name,gene_link,annot_link
GCF_000816755.2_Araip1.1,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Arachis_ipaensis/all_assembly_versions/GCF_000816755.2_Araip1.1/GCF_000816755.2_Araip1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Arachis_ipaensis/all_assembly_versions/GCF_000816755.2_Araip1.1/GCF_000816755.2_Araip1.1_genomic.gff.gz
GCF_014773155.1_arast.V10309.gnm1.PFL2,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Arachis_stenosperma/all_assembly_versions/GCF_014773155.1_arast.V10309.gnm1.PFL2/GCF_014773155.1_arast.V10309.gnm1.PFL2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Arachis_stenosperma/all_assembly_versions/GCF_014773155.1_arast.V10309.gnm1.PFL2/GCF_014773155.1_arast.V10309.gnm1.PFL2_genomic.gff.gz
GCF_001876935.1_Aspof.V1,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Asparagus_officinalis/all_assembly_versions/GCF_001876935.1_Aspof.V1/GCF_001876935.1_Aspof.V1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Asparagus_officinalis/all_assembly_versions/GCF_001876935.1_Aspof.V1/GCF_001876935.1_Aspof.V1_genomic.gff.gz
GCF_000733215.1_ASM73321v1,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Auxenochlorella_protothecoides/all_assembly_versions/GCF_000733215.1_ASM73321v1/GCF_000733215.1_ASM73321v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Auxenochlorella_protothecoides/all_assembly_versions/GCF_000733215.1_ASM73321v1/GCF_000733215.1_ASM73321v1_genomic.gff.gz
GCF_002220235.1_ASM222023v1,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Bathycoccus_prasinos/all_assembly_versions/GCF_002220235.1_ASM222023v1/GCF_002220235.1_ASM222023v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Bathycoccus_prasinos/all_assembly_versions/GCF_002220235.1_ASM222023v1/GCF_002220235.1_ASM222023v1_genomic.gff.gz
GCF_009727055.1_ASM972705v1,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Benincasa_hispida/all_assembly_versions/GCF_009727055.1_ASM972705v1/GCF_009727055.1_ASM972705v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Benincasa_hispida/all_assembly_versions/GCF_009727055.1_ASM972705v1/GCF_009727055.1_ASM972705v1_genomic.gff.gz
GCF_026745355.1_EL10.2,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Beta_vulgaris/all_assembly_versions/GCF_026745355.1_EL10.2/GCF_026745355.1_EL10.2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Beta_vulgaris/all_assembly_versions/GCF_026745355.1_EL10.2/GCF_026745355.1_EL10.2_genomic.gff.gz
GCF_000005505.1_v1.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Brachypodium_distachyon/all_assembly_versions/GCF_000005505.1_v1.0/GCF_000005505.1_v1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Brachypodium_distachyon/all_assembly_versions/GCF_000005505.1_v1.0/GCF_000005505.1_v1.0_genomic.gff.gz
GCF_000005505.2_Brachypodium_distachyon_v2.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Brachypodium_distachyon/all_assembly_versions/GCF_000005505.2_Brachypodium_distachyon_v2.0/GCF_000005505.2_Brachypodium_distachyon_v2.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Brachypodium_distachyon/all_assembly_versions/GCF_000005505.2_Brachypodium_distachyon_v2.0/GCF_000005505.2_Brachypodium_distachyon_v2.0_genomic.gff.gz
GCF_000005505.3_Brachypodium_distachyon_v3.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Brachypodium_distachyon/all_assembly_versions/GCF_000005505.3_Brachypodium_distachyon_v3.0/GCF_000005505.3_Brachypodium_distachyon_v3.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Brachypodium_distachyon/all_assembly_versions/GCF_000005505.3_Brachypodium_distachyon_v3.0/GCF_000005505.3_Brachypodium_distachyon_v3.0_genomic.gff.gz
GCF_020379485.1_Da-Ae,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Brassica_napus/all_assembly_versions/GCF_020379485.1_Da-Ae/GCF_020379485.1_Da-Ae_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Brassica_napus/all_assembly_versions/GCF_020379485.1_Da-Ae/GCF_020379485.1_Da-Ae_genomic.gff.gz
GCF_000695525.1_BOL,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Brassica_oleracea/all_assembly_versions/GCF_000695525.1_BOL/GCF_000695525.1_BOL_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Brassica_oleracea/all_assembly_versions/GCF_000695525.1_BOL/GCF_000695525.1_BOL_genomic.gff.gz
GCF_000309985.1_Brapa_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Brassica_rapa/all_assembly_versions/GCF_000309985.1_Brapa_1.0/GCF_000309985.1_Brapa_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Brassica_rapa/all_assembly_versions/GCF_000309985.1_Brapa_1.0/GCF_000309985.1_Brapa_1.0_genomic.gff.gz
GCF_000309985.2_CAAS_Brap_v3.01,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Brassica_rapa/all_assembly_versions/GCF_000309985.2_CAAS_Brap_v3.01/GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Brassica_rapa/all_assembly_versions/GCF_000309985.2_CAAS_Brap_v3.01/GCF_000309985.2_CAAS_Brap_v3.01_genomic.gff.gz
GCF_000340665.1_C.cajan_V1.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cajanus_cajan/all_assembly_versions/GCF_000340665.1_C.cajan_V1.0/GCF_000340665.1_C.cajan_V1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cajanus_cajan/all_assembly_versions/GCF_000340665.1_C.cajan_V1.0/GCF_000340665.1_C.cajan_V1.0_genomic.gff.gz
GCF_000340665.2_C.cajan_V1.1,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cajanus_cajan/all_assembly_versions/GCF_000340665.2_C.cajan_V1.1/GCF_000340665.2_C.cajan_V1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cajanus_cajan/all_assembly_versions/GCF_000340665.2_C.cajan_V1.1/GCF_000340665.2_C.cajan_V1.1_genomic.gff.gz
GCF_000633955.1_Cs,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Camelina_sativa/all_assembly_versions/GCF_000633955.1_Cs/GCF_000633955.1_Cs_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Camelina_sativa/all_assembly_versions/GCF_000633955.1_Cs/GCF_000633955.1_Cs_genomic.gff.gz
GCF_004153795.1_AHAU_CSS_1,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Camellia_sinensis/all_assembly_versions/GCF_004153795.1_AHAU_CSS_1/GCF_004153795.1_AHAU_CSS_1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Camellia_sinensis/all_assembly_versions/GCF_004153795.1_AHAU_CSS_1/GCF_004153795.1_AHAU_CSS_1_genomic.gff.gz
GCF_900626175.1_cs10,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cannabis_sativa/all_assembly_versions/GCF_900626175.1_cs10/GCF_900626175.1_cs10_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cannabis_sativa/all_assembly_versions/GCF_900626175.1_cs10/GCF_900626175.1_cs10_genomic.gff.gz
GCF_900626175.2_cs10,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cannabis_sativa/all_assembly_versions/GCF_900626175.2_cs10/GCF_900626175.2_cs10_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cannabis_sativa/all_assembly_versions/GCF_900626175.2_cs10/GCF_900626175.2_cs10_genomic.gff.gz
GCF_000375325.1_Caprub1_0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Capsella_rubella/all_assembly_versions/GCF_000375325.1_Caprub1_0/GCF_000375325.1_Caprub1_0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Capsella_rubella/all_assembly_versions/GCF_000375325.1_Caprub1_0/GCF_000375325.1_Caprub1_0_genomic.gff.gz
GCF_002878395.1_UCD10Xv1.1,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Capsicum_annuum/all_assembly_versions/GCF_002878395.1_UCD10Xv1.1/GCF_002878395.1_UCD10Xv1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Capsicum_annuum/all_assembly_versions/GCF_002878395.1_UCD10Xv1.1/GCF_002878395.1_UCD10Xv1.1_genomic.gff.gz
GCF_000150535.2_Papaya1.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Carica_papaya/all_assembly_versions/GCF_000150535.2_Papaya1.0/GCF_000150535.2_Papaya1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Carica_papaya/all_assembly_versions/GCF_000150535.2_Papaya1.0/GCF_000150535.2_Papaya1.0_genomic.gff.gz
GCF_018687715.1_C.illinoinensisPawnee_v1,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Carya_illinoinensis/all_assembly_versions/GCF_018687715.1_C.illinoinensisPawnee_v1/GCF_018687715.1_C.illinoinensisPawnee_v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Carya_illinoinensis/all_assembly_versions/GCF_018687715.1_C.illinoinensisPawnee_v1/GCF_018687715.1_C.illinoinensisPawnee_v1_genomic.gff.gz
GCF_001683475.1_ASM168347v1,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Chenopodium_quinoa/all_assembly_versions/GCF_001683475.1_ASM168347v1/GCF_001683475.1_ASM168347v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Chenopodium_quinoa/all_assembly_versions/GCF_001683475.1_ASM168347v1/GCF_001683475.1_ASM168347v1_genomic.gff.gz
GCF_000002595.1_v3.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Chlamydomonas_reinhardtii/all_assembly_versions/GCF_000002595.1_v3.0/GCF_000002595.1_v3.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Chlamydomonas_reinhardtii/all_assembly_versions/GCF_000002595.1_v3.0/GCF_000002595.1_v3.0_genomic.gff.gz
GCF_000002595.2_Chlamydomonas_reinhardtii_v5.5,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Chlamydomonas_reinhardtii/all_assembly_versions/GCF_000002595.2_Chlamydomonas_reinhardtii_v5.5/GCF_000002595.2_Chlamydomonas_reinhardtii_v5.5_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Chlamydomonas_reinhardtii/all_assembly_versions/GCF_000002595.2_Chlamydomonas_reinhardtii_v5.5/GCF_000002595.2_Chlamydomonas_reinhardtii_v5.5_genomic.gff.gz
GCF_000147415.1_v_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Chlorella_variabilis/all_assembly_versions/GCF_000147415.1_v_1.0/GCF_000147415.1_v_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Chlorella_variabilis/all_assembly_versions/GCF_000147415.1_v_1.0/GCF_000147415.1_v_1.0_genomic.gff.gz
GCF_000350225.1_ASM35022v2,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Chondrus_crispus/all_assembly_versions/GCF_000350225.1_ASM35022v2/GCF_000350225.1_ASM35022v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Chondrus_crispus/all_assembly_versions/GCF_000350225.1_ASM35022v2/GCF_000350225.1_ASM35022v2_genomic.gff.gz
GCF_000331145.1_ASM33114v1,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cicer_arietinum/all_assembly_versions/GCF_000331145.1_ASM33114v1/GCF_000331145.1_ASM33114v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cicer_arietinum/all_assembly_versions/GCF_000331145.1_ASM33114v1/GCF_000331145.1_ASM33114v1_genomic.gff.gz
GCF_000493195.1_Citrus_clementina_v1.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Citrus_clementina/all_assembly_versions/GCF_000493195.1_Citrus_clementina_v1.0/GCF_000493195.1_Citrus_clementina_v1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Citrus_clementina/all_assembly_versions/GCF_000493195.1_Citrus_clementina_v1.0/GCF_000493195.1_Citrus_clementina_v1.0_genomic.gff.gz
GCF_022201045.2_DVS_A1.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Citrus_sinensis/all_assembly_versions/GCF_022201045.2_DVS_A1.0/GCF_022201045.2_DVS_A1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Citrus_sinensis/all_assembly_versions/GCF_022201045.2_DVS_A1.0/GCF_022201045.2_DVS_A1.0_genomic.gff.gz
GCF_000258705.1_Coccomyxa_subellipsoidae_v2.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Coccomyxa_subellipsoidea/all_assembly_versions/GCF_000258705.1_Coccomyxa_subellipsoidae_v2.0/GCF_000258705.1_Coccomyxa_subellipsoidae_v2.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Coccomyxa_subellipsoidea/all_assembly_versions/GCF_000258705.1_Coccomyxa_subellipsoidae_v2.0/GCF_000258705.1_Coccomyxa_subellipsoidae_v2.0_genomic.gff.gz
GCF_003713225.1_Cara_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Coffea_arabica/all_assembly_versions/GCF_003713225.1_Cara_1.0/GCF_003713225.1_Cara_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Coffea_arabica/all_assembly_versions/GCF_003713225.1_Cara_1.0/GCF_003713225.1_Cara_1.0_genomic.gff.gz
GCF_003713205.1_Ceug_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Coffea_eugenioides/all_assembly_versions/GCF_003713205.1_Ceug_1.0/GCF_003713205.1_Ceug_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Coffea_eugenioides/all_assembly_versions/GCF_003713205.1_Ceug_1.0/GCF_003713205.1_Ceug_1.0_genomic.gff.gz
GCF_901000735.1_CavTom2PMs-1.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Corylus_avellana/all_assembly_versions/GCF_901000735.1_CavTom2PMs-1.0/GCF_901000735.1_CavTom2PMs-1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Corylus_avellana/all_assembly_versions/GCF_901000735.1_CavTom2PMs-1.0/GCF_901000735.1_CavTom2PMs-1.0_genomic.gff.gz
GCF_030272615.1_Sugi_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cryptomeria_japonica/all_assembly_versions/GCF_030272615.1_Sugi_1.0/GCF_030272615.1_Sugi_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cryptomeria_japonica/all_assembly_versions/GCF_030272615.1_Sugi_1.0/GCF_030272615.1_Sugi_1.0_genomic.gff.gz
GCF_025177605.1_USDA_Cmelo_AY_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucumis_melo/all_assembly_versions/GCF_025177605.1_USDA_Cmelo_AY_1.0/GCF_025177605.1_USDA_Cmelo_AY_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucumis_melo/all_assembly_versions/GCF_025177605.1_USDA_Cmelo_AY_1.0/GCF_025177605.1_USDA_Cmelo_AY_1.0_genomic.gff.gz
GCF_000004075.1_CucSat_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucumis_sativus/all_assembly_versions/GCF_000004075.1_CucSat_1.0/GCF_000004075.1_CucSat_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucumis_sativus/all_assembly_versions/GCF_000004075.1_CucSat_1.0/GCF_000004075.1_CucSat_1.0_genomic.gff.gz
GCF_000004075.2_ASM407v2,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucumis_sativus/all_assembly_versions/GCF_000004075.2_ASM407v2/GCF_000004075.2_ASM407v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucumis_sativus/all_assembly_versions/GCF_000004075.2_ASM407v2/GCF_000004075.2_ASM407v2_genomic.gff.gz
GCF_000004075.3_Cucumber_9930_V3,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucumis_sativus/all_assembly_versions/GCF_000004075.3_Cucumber_9930_V3/GCF_000004075.3_Cucumber_9930_V3_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucumis_sativus/all_assembly_versions/GCF_000004075.3_Cucumber_9930_V3/GCF_000004075.3_Cucumber_9930_V3_genomic.gff.gz
GCF_002738345.1_Cmax_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucurbita_maxima/all_assembly_versions/GCF_002738345.1_Cmax_1.0/GCF_002738345.1_Cmax_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucurbita_maxima/all_assembly_versions/GCF_002738345.1_Cmax_1.0/GCF_002738345.1_Cmax_1.0_genomic.gff.gz
GCF_002738365.1_Cmos_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucurbita_moschata/all_assembly_versions/GCF_002738365.1_Cmos_1.0/GCF_002738365.1_Cmos_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucurbita_moschata/all_assembly_versions/GCF_002738365.1_Cmos_1.0/GCF_002738365.1_Cmos_1.0_genomic.gff.gz
GCF_002806865.1_ASM280686v2,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucurbita_pepo/all_assembly_versions/GCF_002806865.1_ASM280686v2/GCF_002806865.1_ASM280686v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucurbita_pepo/all_assembly_versions/GCF_002806865.1_ASM280686v2/GCF_002806865.1_ASM280686v2_genomic.gff.gz
GCF_002806865.2_ASM280686v2,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucurbita_pepo/all_assembly_versions/GCF_002806865.2_ASM280686v2/GCF_002806865.2_ASM280686v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/refseq/plant/Cucurbita_pepo/all_assembly_versions/GCF_002806865.2_ASM280686v2/GCF_002806865.2_ASM280686v2_genomic.gff.gz
