name,gene_link,annot_link
citrullus_lanatus,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/citrullus_lanatus/dna/Citrullus_lanatus.Cla97_v1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/citrullus_lanatus/Citrullus_lanatus.Cla97_v1.57.gff3.gz
citrus_clementina,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/citrus_clementina/dna/Citrus_clementina.Citrus_clementina_v1.0.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/citrus_clementina/Citrus_clementina.Citrus_clementina_v1.0.57.gff3.gz
corchorus_capsularis,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/corchorus_capsularis/dna/Corchorus_capsularis.CCACVL1_1.0.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/corchorus_capsularis/Corchorus_capsularis.CCACVL1_1.0.57.gff3.gz
corylus_avellana,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/corylus_avellana/dna/Corylus_avellana.CavTom2PMs-1.0.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/corylus_avellana/Corylus_avellana.CavTom2PMs-1.0.57.gff3.gz
cucumis_melo,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/cucumis_melo/dna/Cucumis_melo.Melonv4.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/cucumis_melo/Cucumis_melo.Melonv4.57.gff3.gz
cucumis_sativus,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/cucumis_sativus/dna/Cucumis_sativus.ASM407v2.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/cucumis_sativus/Cucumis_sativus.ASM407v2.57.gff3.gz
cyanidioschyzon_merolae,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/cyanidioschyzon_merolae/dna/Cyanidioschyzon_merolae.ASM9120v1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/cyanidioschyzon_merolae/Cyanidioschyzon_merolae.ASM9120v1.57.gff3.gz
daucus_carota,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/daucus_carota/dna/Daucus_carota.ASM162521v1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/daucus_carota/Daucus_carota.ASM162521v1.57.gff3.gz
eutrema_salsugineum,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/eutrema_salsugineum/dna/Eutrema_salsugineum.Eutsalg1_0.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/eutrema_salsugineum/Eutrema_salsugineum.Eutsalg1_0.57.gff3.gz
ficus_carica,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/ficus_carica/dna/Ficus_carica.UNIPI_FiCari_1.0.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/ficus_carica/Ficus_carica.UNIPI_FiCari_1.0.57.gff3.gz
galdieria_sulphuraria,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/galdieria_sulphuraria/dna/Galdieria_sulphuraria.ASM34128v1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/galdieria_sulphuraria/Galdieria_sulphuraria.ASM34128v1.57.gff3.gz
ipomoea_triloba,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/ipomoea_triloba/dna/Ipomoea_triloba.ASM357664v1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/ipomoea_triloba/Ipomoea_triloba.ASM357664v1.57.gff3.gz
kalanchoe_fedtschenkoi,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/kalanchoe_fedtschenkoi/dna/Kalanchoe_fedtschenkoi.K_fedtschenkoi_M2_v1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/kalanchoe_fedtschenkoi/Kalanchoe_fedtschenkoi.K_fedtschenkoi_M2_v1.57.gff3.gz
leersia_perrieri,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/leersia_perrieri/dna/Leersia_perrieri.Lperr_V1.4.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/leersia_perrieri/Leersia_perrieri.Lperr_V1.4.57.gff3.gz
marchantia_polymorpha,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/marchantia_polymorpha/dna/Marchantia_polymorpha.Marchanta_polymorpha_v1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/marchantia_polymorpha/Marchantia_polymorpha.Marchanta_polymorpha_v1.57.gff3.gz
medicago_truncatula,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/medicago_truncatula/dna/Medicago_truncatula.MedtrA17_4.0.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/medicago_truncatula/Medicago_truncatula.MedtrA17_4.0.57.gff3.gz
musa_acuminata,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/musa_acuminata/dna/Musa_acuminata.Musa_acuminata_v2.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/musa_acuminata/Musa_acuminata.Musa_acuminata_v2.57.gff3.gz
nymphaea_colorata,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/nymphaea_colorata/dna/Nymphaea_colorata.ASM883128v1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/nymphaea_colorata/Nymphaea_colorata.ASM883128v1.57.gff3.gz
oryza_barthii,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_barthii/dna/Oryza_barthii.O.barthii_v1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_barthii/Oryza_barthii.O.barthii_v1.57.gff3.gz
oryza_brachyantha,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_brachyantha/dna/Oryza_brachyantha.Oryza_brachyantha.v1.4b.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_brachyantha/Oryza_brachyantha.Oryza_brachyantha.v1.4b.57.gff3.gz
oryza_glaberrima,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_glaberrima/dna/Oryza_glaberrima.Oryza_glaberrima_V1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_glaberrima/Oryza_glaberrima.Oryza_glaberrima_V1.57.gff3.gz
oryza_glumipatula,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_glumipatula/dna/Oryza_glumipatula.Oryza_glumaepatula_v1.5.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_glumipatula/Oryza_glumipatula.Oryza_glumaepatula_v1.5.57.gff3.gz
oryza_indica,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_indica/dna/Oryza_indica.ASM465v1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_indica/Oryza_indica.ASM465v1.57.gff3.gz
oryza_longistaminata,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_longistaminata/dna/Oryza_longistaminata.O_longistaminata_v1.0.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_longistaminata/Oryza_longistaminata.O_longistaminata_v1.0.57.gff3.gz
oryza_meridionalis,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_meridionalis/dna/Oryza_meridionalis.Oryza_meridionalis_v1.3.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_meridionalis/Oryza_meridionalis.Oryza_meridionalis_v1.3.57.gff3.gz
oryza_nivara,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_nivara/dna/Oryza_nivara.Oryza_nivara_v1.0.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_nivara/Oryza_nivara.Oryza_nivara_v1.0.57.gff3.gz
oryza_punctata,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_punctata/dna/Oryza_punctata.Oryza_punctata_v1.2.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_punctata/Oryza_punctata.Oryza_punctata_v1.2.57.gff3.gz
oryza_rufipogon,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_rufipogon/dna/Oryza_rufipogon.OR_W1943.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_rufipogon/Oryza_rufipogon.OR_W1943.57.gff3.gz
oryza_sativa,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_sativa/dna/Oryza_sativa.IRGSP-1.0.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_sativa/Oryza_sativa.IRGSP-1.0.57.gff3.gz
oryza_sativa_arc,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_sativa_arc/dna/Oryza_sativa_arc.Os117425RS1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_sativa_arc/Oryza_sativa_arc.Os117425RS1.57.gff3.gz
oryza_sativa_azucena,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_sativa_azucena/dna/Oryza_sativa_azucena.AzucenaRS1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_sativa_azucena/Oryza_sativa_azucena.AzucenaRS1.57.gff3.gz
oryza_sativa_chaomeo,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_sativa_chaomeo/dna/Oryza_sativa_chaomeo.Os132278RS1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_sativa_chaomeo/Oryza_sativa_chaomeo.Os132278RS1.57.gff3.gz
oryza_sativa_gobolsailbalam,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_sativa_gobolsailbalam/dna/Oryza_sativa_gobolsailbalam.Os132424RS1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_sativa_gobolsailbalam/Oryza_sativa_gobolsailbalam.Os132424RS1.57.gff3.gz
oryza_sativa_ir64,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_sativa_ir64/dna/Oryza_sativa_ir64.OsIR64RS1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_sativa_ir64/Oryza_sativa_ir64.OsIR64RS1.57.gff3.gz
oryza_sativa_ketannangka,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_sativa_ketannangka/dna/Oryza_sativa_ketannangka.Os128077RS1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_sativa_ketannangka/Oryza_sativa_ketannangka.Os128077RS1.57.gff3.gz
oryza_sativa_khaoyaiguang,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_sativa_khaoyaiguang/dna/Oryza_sativa_khaoyaiguang.Os127518RS1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_sativa_khaoyaiguang/Oryza_sativa_khaoyaiguang.Os127518RS1.57.gff3.gz
oryza_sativa_larhamugad,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_sativa_larhamugad/dna/Oryza_sativa_larhamugad.Os125619RS1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_sativa_larhamugad/Oryza_sativa_larhamugad.Os125619RS1.57.gff3.gz
oryza_sativa_lima,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_sativa_lima/dna/Oryza_sativa_lima.Os127564RS1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_sativa_lima/Oryza_sativa_lima.Os127564RS1.57.gff3.gz
oryza_sativa_mh63,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_sativa_mh63/dna/Oryza_sativa_mh63.MH63RS2.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_sativa_mh63/Oryza_sativa_mh63.MH63RS2.57.gff3.gz
oryza_sativa_n22,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_sativa_n22/dna/Oryza_sativa_n22.OsN22RS2.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_sativa_n22/Oryza_sativa_n22.OsN22RS2.57.gff3.gz
oryza_sativa_natelboro,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_sativa_natelboro/dna/Oryza_sativa_natelboro.Os127652RS1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_sativa_natelboro/Oryza_sativa_natelboro.Os127652RS1.57.gff3.gz
oryza_sativa_pr106,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_sativa_pr106/dna/Oryza_sativa_pr106.Os127742RS1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_sativa_pr106/Oryza_sativa_pr106.Os127742RS1.57.gff3.gz
oryza_sativa_zs97,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/oryza_sativa_zs97/dna/Oryza_sativa_zs97.ZS97RS3.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/oryza_sativa_zs97/Oryza_sativa_zs97.ZS97RS3.57.gff3.gz
ostreococcus_lucimarinus,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/ostreococcus_lucimarinus/dna/Ostreococcus_lucimarinus.ASM9206v1.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/ostreococcus_lucimarinus/Ostreococcus_lucimarinus.ASM9206v1.57.gff3.gz
populus_trichocarpa,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/populus_trichocarpa/dna/Populus_trichocarpa.Pop_tri_v4.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/populus_trichocarpa/Populus_trichocarpa.Pop_tri_v4.57.gff3.gz
prunus_avium,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/prunus_avium/dna/Prunus_avium.PAV_r1.0.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/prunus_avium/Prunus_avium.PAV_r1.0.57.gff3.gz
prunus_dulcis,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/prunus_dulcis/dna/Prunus_dulcis.ALMONDv2.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/prunus_dulcis/Prunus_dulcis.ALMONDv2.57.gff3.gz
prunus_persica,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/prunus_persica/dna/Prunus_persica.Prunus_persica_NCBIv2.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/prunus_persica/Prunus_persica.Prunus_persica_NCBIv2.57.gff3.gz
selaginella_moellendorffii,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/selaginella_moellendorffii/dna/Selaginella_moellendorffii.v1.0.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/selaginella_moellendorffii/Selaginella_moellendorffii.v1.0.57.gff3.gz
sesamum_indicum,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/sesamum_indicum/dna/Sesamum_indicum.S_indicum_v1.0.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/sesamum_indicum/Sesamum_indicum.S_indicum_v1.0.57.gff3.gz
setaria_italica,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/setaria_italica/dna/Setaria_italica.Setaria_italica_v2.0.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/setaria_italica/Setaria_italica.Setaria_italica_v2.0.57.gff3.gz
setaria_viridis,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/setaria_viridis/dna/Setaria_viridis.Setaria_viridis_v2.0.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/setaria_viridis/Setaria_viridis.Setaria_viridis_v2.0.57.gff3.gz
theobroma_cacao,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/theobroma_cacao/dna/Theobroma_cacao.Theobroma_cacao_20110822.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/theobroma_cacao/Theobroma_cacao.Theobroma_cacao_20110822.57.gff3.gz
theobroma_cacao_criollo,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/theobroma_cacao_criollo/dna/Theobroma_cacao_criollo.Criollo_cocoa_genome_V2.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/theobroma_cacao_criollo/Theobroma_cacao_criollo.Criollo_cocoa_genome_V2.57.gff3.gz
trifolium_pratense,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/fasta/trifolium_pratense/dna/Trifolium_pratense.Trpr.dna.toplevel.fa.gz,https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-57/gff3/trifolium_pratense/Trifolium_pratense.Trpr.57.gff3.gz
